AOD,AE,RSDN,Temp,Dew,RH,MaxWS,PBLH,Visibility,DOY,PM10
0.4452,0.85023,231.52,11.526,-2.6106,42.844,6.1675,862.88,28311,-0.30411,84
0.4384,0.81981,270.27,14.627,-1.4368,35.099,7.079,1347.2,29048,-0.1031,77
0.20748,0.31164,204,5.7236,-7.1397,43.331,7.3931,1275.8,28316,-0.69946,76
0.49559,0.51529,271.71,22.993,8.5281,40.035,7.1737,1368.1,28864,0.40045,77
0.65151,1.26,275.48,21.04,11.538,55.173,9.321,1301.6,27823,0.40149,77
0.105,0.62887,305.87,13.839,-1.2357,40.509,11.166,1170,28393,0.017213,66
0.36832,0.62534,230.33,18.417,0.93188,37.34,9.515,1636.3,28544,-0.43278,88
0.10468,0.62742,232.93,6.5908,-10.24,29.712,5.4657,903.1,29351,-0.53801,63
0.99872,0.98275,283.58,23.842,15.006,57.265,12.366,1271.5,27785,0.46355,66
0.21177,0.62762,299.8,14.567,7.7431,65.195,7.617,582.74,26573,0.085965,82
0.46304,0.51169,200.73,9.8558,-6.2957,33.888,6.6544,909.93,29094,-0.52342,67
0.41697,1.0473,229.23,12.036,-0.20869,45.851,7.9944,899.93,28292,-0.41612,72
0.44347,0.23425,311.6,14.698,0.56379,42.633,7.3364,949.53,28283,0.017213,89
0.30072,0.23108,306.74,14.395,0.97366,41.517,8.1889,616.03,28746,0.017213,75
0.36487,0.63518,231.33,15.425,3.0604,47.764,7.2941,512.14,27760,-0.44823,79
0.57228,1.5571,227.07,8.5723,-2.9494,46.6,9.3745,1593.2,28250,-0.52213,63
0.30113,0.83563,298.45,18.271,10.47,60.494,9.7599,802.19,27413,0.40149,68
0.1887,0.34384,315.44,20.547,1.3787,29.08,8.4161,1452.8,29361,0.15431,75
0.42085,0.47854,310.71,19.946,12.16,60.496,14.73,835.1,27494,0.44823,83
0.47662,1.409,309.97,22.633,9.3732,46.599,7.6425,1639.6,27618,0.49378,70
0.073353,1.6844,321.93,26.245,8.968,34.384,10.129,1031.1,29129,0.66163,65
0.1892,0.35528,344.1,21.706,9.913,48.958,5.8841,735.6,28131,0.52213,75
0.69421,0.54468,202.42,7.9613,-6.6702,43.206,6.8478,1021.1,27079,-0.53801,62
0.9111,0.37466,291.16,18.28,1.1305,35.398,7.7199,852.49,28925,0,71
0.20076,0.40743,220.13,7.7114,-8.1382,34.725,6.3464,900.02,29020,-0.50742,74
0.50302,0.27544,300.99,21.892,6.3297,39.297,7.4113,1050.1,28739,0.33664,74
0.17898,0.62665,307.64,13.508,0.46964,47.059,9.1769,715.3,27405,0.017213,60
0.44486,0.29032,258.69,18.241,-0.21341,30.401,7.0045,1071.6,29291,-0.23803,88
0.12802,0.6276,305.72,16.94,2.3183,44.217,9.6187,1383.7,27627,0.085965,83
0.22922,0.39966,325.94,21.598,10.34,49.904,5.4107,671.35,28147,0.52213,68
0.75281,0.84332,262.43,19.122,4.5301,38.105,9.6054,451.57,28998,0.17129,63
0.39261,0.29632,284.92,20.803,7.6496,47.553,8.867,1316.5,27494,-0.017166,81
0.4092,0.54377,202.42,10.202,-2.534,44.287,6.745,724.43,28325,-0.50867,85
0.35901,0.45299,291.95,16.67,-1.3278,36.26,8.2151,802.33,28580,0.12021,75
0.42576,0.91829,335.39,25.893,6.9172,32.96,6.2601,1696.4,29096,0.56534,81
0.60454,0.5232,261.09,13.519,-0.12438,42.376,8.1489,572.26,28489,-0.17083,64
0.97503,0.93235,140.25,6.8922,-1.1505,57.217,7.3856,576.27,27668,-0.52342,80
0.54302,0.57136,238.83,24.593,15.701,58.684,7.4098,1029.9,27307,0.71014,82
0.91689,1.1687,228.33,19.573,12.029,63.631,12.229,1129.3,26120,0.11988,73
0.26843,0.51079,342.18,25.595,11.664,44.429,7.6158,1531.8,28350,0.69794,73
0.29782,0.67231,333.96,20.377,14.493,69.638,7.3809,407.6,25063,0.56534,89
0.57693,0.29052,263.57,18.703,-1.15,27.825,7.451,1187.3,29402,-0.23803,81
0.45362,0.24157,313.89,21.772,5.4411,38.407,6.3533,1124.7,28713,0.33664,74
0.31484,0.45452,216.6,7.5904,-6.5184,38.189,6.1193,934.38,28883,-0.50742,70
0.49826,1.4301,270.13,22.145,6.4237,36.707,12.185,1350.3,29035,0.25467,66
0.41121,0.54744,299.78,17.653,4.7721,48.064,8.5661,875.35,27345,0.12021,60
0.76613,0.23244,294.56,21.808,5.4068,38.115,6.1706,1229,28756,0.33664,75
0.22779,0.59663,292.16,18.37,7.0072,47.984,8.0022,1075,28398,0,62
0.21262,0.25377,329.95,25.1,6.849,31.96,18.359,2397.5,29222,0.44823,83
0.020014,0.63361,288.57,18.219,3.0686,37.17,21.499,2418.7,29006,0.32042,68
0.12953,0.62689,312.02,20.236,3.5128,37.061,7.1592,1921.5,28782,0.1031,69
0.54765,0.29387,290.94,19.266,6.5423,45.981,5.7986,704.55,28296,0.17083,81
0.23133,0.58911,323.5,22.021,8.7541,45.641,6.1079,790.42,28256,0.52213,70
0.55856,1.1827,246.03,16.678,4.564,45.116,7.6151,1235.3,28599,0.1031,82
0.25875,0.39176,255.87,9.1455,-4.2978,43.603,5.9924,1111.8,28121,-0.36972,83
0.30413,0.49715,252.81,9.0139,-6.4623,35.768,6.0353,1142.3,28955,-0.36972,79
0.57982,0.87715,278.99,21.165,5.9389,36.908,8.9432,992.4,29054,0.36972,66
0.46829,0.58511,269.13,14.553,-1.5775,34.659,7.1801,1302.5,29083,-0.1031,75
0.78393,1.2929,203.89,16.197,5.5984,49.708,7.6892,1287.7,28315,0.1031,69
0.58427,0.39806,305.12,26.531,5.6137,28.421,7.5229,1153,29298,0.66163,66
0.47917,0.28169,274.46,17.728,2.834,41.513,5.1057,414.75,28487,0.17083,89
1.0149,0.60999,271.63,25.138,15.65,55.725,10.73,1032.4,27833,0.46355,78
0.53431,1.3051,290.08,17.228,1.8217,37.662,10.118,1084.6,28866,0.1031,74
0.65218,0.54589,275.71,21.762,3.959,35.564,7.5994,1193.7,28861,0.50867,60
0.41249,0.5083,309.11,19.901,11.805,59.258,13.887,765.71,27618,0.44823,80
0.14836,0.45335,306.86,12.734,-3.6914,34.731,13.622,2178.9,28990,0.017213,68
0.45376,0.33241,305.49,21.709,5.811,38.915,6.1325,1077.5,28728,0.33664,61
0.43268,0.28944,227.09,12.522,-3.5463,35.104,5.4641,629.09,29026,-0.50867,76
0.76549,0.32006,227.97,6.7777,-3.3818,54.42,5.4742,508.08,26680,-0.50742,81
0.40321,0.52812,296.7,19.309,11.929,62.097,13.326,758.67,27324,0.44823,89
0.1373,0.63172,336.59,21.164,3.0964,32.793,15.729,2305.3,29136,0.32042,86
0.71487,0.55067,334.4,20.126,12.894,65.889,9.6184,521.28,25294,0.56534,72
0.46426,0.51914,255.8,16.811,9.7785,63.545,9.7041,741.99,26908,0.40149,84
0.083659,0.45261,261,5.0585,-16.424,20.908,13.609,2391,29672,-0.40149,60
0.50129,0.57311,248.53,16.786,0.9666,38.625,9.3062,1452,28585,-0.22133,79
0.40172,0.27599,285.24,20.548,2.2323,32.038,5.3123,680.01,29186,0.17083,65
0.10365,0.62909,297.93,15.037,-0.91474,36.819,10.917,1102.8,28869,0.017213,80
0.614,1.1695,262.26,24.318,14.121,53.627,7.6135,907.73,27920,0.25535,60
1.1249,0.6778,248.94,19.465,3.1358,34.1,6.9245,1146.8,29171,0.22133,60
0.13943,0.62708,306.97,19.621,-3.3211,23.993,9.0712,851.06,29504,0.15431,77
0.37488,0.23628,265.37,18.72,-1.0589,28.174,7.3984,1220.7,29380,-0.23803,74
0.091772,0.63084,287,17.996,-1.1582,29.992,5.3541,1185.9,29270,0.15389,87
0.45815,1.246,228.9,11.932,-1.585,43.77,8.8274,1068.1,28176,-0.33752,81
0.069712,0.62854,317.18,19.609,-0.8301,27.603,8.2215,1028.7,29391,0.15431,75
0.55179,0.46731,208.08,10.497,-3.8555,43.519,7.1237,701.38,27604,-0.40045,78
0.69204,0.62065,262.7,17.68,-1.0668,31.094,7.9389,1244.7,29190,-0.22133,61
0.30519,0.53195,233.02,11.082,2.6509,60.616,7.0121,930.12,24198,-0.43167,65
1.0902,0.54647,239.22,17.975,3.2887,38.256,6.965,774.95,28913,0.22133,69
0.37575,0.23775,285.51,14.327,-0.95868,37.31,6.9197,1167.3,28906,-0.068615,67
0.24418,0.54438,309.51,25.457,9.0693,39.241,5.7056,1463.3,28564,0.56534,69
0.53094,0.59821,220.73,10.916,-2.9992,44.046,7.8043,885.41,27754,-0.40045,84
0.6809,0.59384,245.67,19.418,1.8734,31.726,6.5454,904.71,29262,0.33752,63
0.54645,0.28547,256.57,15.151,10.486,78.777,5.3394,273.73,13581,0.40045,82
0.064696,0.62952,266.45,5.9845,-14.985,22.539,13.113,2208.1,29607,-0.40149,62
0.59479,0.80753,242.18,12.805,-2.9733,37.008,9.1052,1162.9,28827,-0.33752,79
0.31419,1.6744,155.93,9.6361,3.1367,65.184,6.4923,660.62,26380,-0.67295,85
0.4706,0.23839,273.11,20.699,3.5768,35.323,5.2663,718.03,28985,0.17083,83
0.15626,0.37835,311,19.667,-0.75135,26.637,8.3938,1074.4,29456,0.15431,86
0.21569,0.55138,310.7,25.396,13.498,49.373,6.7567,1226,28094,0.69794,74
0.39298,0.4757,316.85,19.851,12.22,61.091,14.864,824.38,27436,0.44823,87
0.43267,0.61299,240.86,9.2467,-3.313,44.694,7.6593,1144.3,27951,-0.53801,79
0.24098,0.46335,205.79,4.4831,-4.7743,56.007,5.3184,470.83,27225,-0.63543,75
0.42945,0.54771,299.41,17.419,1.2321,38.379,8.4329,988.42,28622,0.12021,81
0.28128,0.23947,282.36,18.713,4.821,45.593,8.9272,1702.5,28086,-0.11988,61
0.27677,0.44029,227.23,11.331,-4.5967,36.54,5.3771,686.19,28855,-0.50867,70
0.14389,0.40866,341.82,21.947,9.0903,46.559,6.002,784.37,28220,0.52213,71
0.54315,0.80167,271.05,22.99,9.08,44.663,8.4348,1610.7,28225,0.40149,63
0.60742,0.68377,210.37,11.982,-3.0019,38.737,11.129,1707.7,28687,-0.60848,77
0.47939,0.46061,283.99,16.559,11.846,74.212,11.083,546.31,24410,0.44823,85
0.44367,0.22448,286.61,20.155,7.9036,53.88,17.605,1625,25786,-0.017166,63
1.3463,1.1496,195.1,20.69,8.6435,46.203,12.241,1125.7,28534,0.25467,61
0.60957,1.1291,222.44,17.096,3.2153,40.378,6.9528,1645.8,28840,0.1031,77
0.67291,1.1267,263.63,14.439,-0.92562,36.832,7.0462,1342.8,28948,-0.1031,61
0.24133,0.53918,298.26,16.564,0.72144,42.117,8.0209,725.15,27759,0.085965,60
0.18912,0.25031,340.07,26.041,10.504,40.638,7.6794,1334,28621,0.63543,62
0.081815,0.61725,315.22,19.642,-0.14569,28.611,8.1807,1073.1,29354,0.15431,64
0.49898,1.0722,223.19,5.9219,-10.293,33.671,5.7188,1387.9,29060,-0.5511,72
0.41434,0.43507,280.45,23.927,5.4754,31.831,7.5578,1322,29229,0.18772,76
0.59266,0.24075,267,23.99,5.8928,32.382,7.9085,1303.6,29211,0.18772,80
0.22549,0.50883,207.93,4.3635,-4.5598,57.24,5.265,447.63,27084,-0.63543,60
0.077863,0.62864,316.96,19.618,-0.58739,27.949,8.197,1045.4,29379,0.15431,65
0.24498,0.45356,310.31,13.969,2.201,46.159,10.827,1733.2,28442,0.051479,69
0.46001,0.62464,288.55,21.877,5.5002,35.297,8.3214,1082.2,29098,0.17129,75
0.4005,0.29363,265.22,18.973,-1.2156,27.219,7.2887,1255.7,29427,-0.23803,66
0.17198,0.40266,304.78,14.365,-6.3396,23.795,15.766,2410.6,29576,0.017213,69
0.2455,0.27911,272.04,17.44,0.21177,35.469,6.9084,1378.6,28858,-0.23803,74
0.45103,0.27204,299.59,21.851,4.6935,36.971,6.1451,1209.1,28786,0.33664,68
0.51951,0.241,308.64,21.874,4.9955,37.587,6.1421,1114.5,28748,0.33664,71
0.61194,0.53925,240.76,9.7062,7.1606,85.643,6.7029,108.37,19860,0.1031,62
0.4667,0.45685,235.24,15.568,7.7454,65.388,6.2242,538.7,21081,-0.11988,76
0.079841,0.62871,293.04,14.684,-1.2071,38.159,11.003,1483.5,28662,0.017213,71
0.17303,0.30212,339.78,15.774,12.027,81.178,8.1408,284.2,18835,0.64863,64
0.22298,0.92538,335.48,26.74,12.265,41.6,7.4652,1426.6,28744,0.69794,65
0.32467,0.61841,306.06,16.611,6.2655,52.501,6.6386,1157.2,27781,0.085965,74
0.88514,1.0517,180.44,9.061,2.0358,63.722,7.4989,447.34,26237,-0.67295,75
0.21218,0.34143,306.05,18.929,4.3896,41.811,7.722,1373.5,28494,0.13728,73
0.63811,0.40037,291.23,18.341,1.5235,35.849,7.7107,874.68,28918,0,66
0.45238,0.84872,285.18,13.947,-1.1944,39.551,8.2786,764.76,28597,-0.17083,72
0.7001,0.80407,235.03,18.259,-0.7925,30.082,9.7731,1430.4,29269,-0.22133,78
0.31099,0.28294,311.29,21.678,6.392,40.904,8.5447,941.37,28268,0.40149,62
0.3049,0.55073,268.21,11.289,-3.8439,36.295,7.1224,1527.2,28999,-0.36972,71
0.41617,0.79421,243.19,23.957,15.695,60.715,7.386,813.13,27161,0.71014,66
0.28935,0.32302,280.28,21.181,13.701,65.933,9.0998,713.78,24499,0.67444,60
0.50317,0.5294,197.04,17.972,-0.65188,29.805,9.528,1147.7,29323,-0.22133,85
0.082907,0.62837,308.81,19.626,0.093858,28.903,8.0601,1095.9,29348,0.15431,63
0.54962,0.58785,239.74,24.616,15.562,58.124,7.4599,1008.8,27360,0.71014,77
0.2886,0.61978,309.11,18.629,7.7956,54.86,8.1655,562.25,22624,0.55244,63
0.56713,1.2848,207.78,16.976,3.8425,42.667,6.9916,1708.9,28693,0.1031,82
0.12909,0.60523,315.8,22.581,8.8214,43.384,6.4323,879.66,28552,0.52213,73
0.42427,0.84971,253.71,13.283,-5.4321,28.423,6.8508,1108.2,29374,-0.33752,69
0.24224,0.35441,213.95,5.9139,-8.2577,38.921,5.1966,644.43,28738,-0.63543,80
0.45698,1.5792,281.87,20.803,10.712,56.237,10.105,727.33,26481,0.11988,67
0.44324,0.68179,256.65,13.095,-3.598,34.33,6.5562,1245.1,29032,-0.30411,73
0.14884,0.24528,341.11,24.233,9.2353,40.067,14.124,1701.3,28786,0.44823,73
0.56561,1.3331,234.28,12.624,1.1672,48.743,7.3618,1211.6,27943,-0.41612,79
0.44569,0.45693,265.98,20.636,5.5727,39.498,6.2243,920.33,28797,0.17083,81
0.11132,0.43468,338.95,20.351,3.9757,40.073,9.7741,1713.2,28286,0.49378,77
0.77045,1.5405,227.73,17.207,4.9962,44.554,10.929,1059.4,28653,0.1031,80
0.15356,0.85053,225.55,6.0201,-5.4882,44.836,6.5015,1286.5,28528,-0.59333,61
0.10502,0.62654,310.19,19.154,-1.5637,27.399,7.9373,816.79,29386,0.15431,82
0.22832,0.34035,306.13,18.47,2.952,38.149,7.1875,1442.7,28838,0.13728,78
0.081993,0.62966,294.97,18.336,-1.6452,29.546,5.3287,1218.1,29254,0.15389,81
0.37402,0.61288,236.5,11.846,0.26287,49.81,6.3546,918.69,27322,-0.40045,64
0.22879,0.40119,312.02,19.972,-1.6092,24.992,8.7502,1130.6,29514,0.15431,70
0.11133,0.62993,310.43,13.735,-4.452,29.81,13.532,1566.4,29307,0.017213,80
0.36272,1.3065,253.34,11.109,-2.8963,40.602,6.2273,1030,28646,-0.30411,74
0.57895,0.50709,309.29,22.827,8.6989,44.342,8.4409,1617.6,28196,0.40149,61
0.21401,0.65863,293.85,12.669,5.3229,63.567,5.8055,679.38,26071,0.068615,60
0.36907,0.28782,215.85,15.349,3.3005,47.007,6.0472,782.3,28186,-0.46355,60
0.72299,1.3156,233.39,16.399,5.328,47.952,9.0952,1131.7,28459,0.1031,64
0.56521,1.2322,263.42,13.524,5.6887,62.854,9.7096,480.59,25878,0.1031,65
0.45687,0.57718,211.46,11.392,-3.0746,42.766,6.8433,592.56,27915,-0.30411,89
0.8232,0.71582,209.4,10.002,-4.8241,42.227,7.2245,628.46,27776,-0.40045,89
0.77667,1.044,214.68,10.575,-2.4076,45.184,7.5216,801.21,27961,-0.40045,64
0.54025,0.84202,290.37,21.413,4.7761,33.695,8.6531,898.5,29195,0.17129,64
0.51187,0.51677,241.54,23.427,15.896,63.265,7.1926,674.09,26927,0.71014,77
0.44907,0.27692,275.32,20.538,1.4933,30.431,5.4627,657.47,29267,0.17083,77
0.23544,0.2884,276.97,15.812,-0.45364,33.883,12.004,1737.2,29160,0.051479,88
0.38414,0.74519,234.37,12.743,0.54197,46.575,7.081,1297.4,28122,-0.41612,64
0.51248,0.40051,297.65,17.587,5.3794,48.782,7.5897,770.46,27625,0.13728,77
0.45738,0.45348,294.2,18.86,2.0264,35.628,7.8211,1065.5,28961,0,62
0.43176,0.29222,312,21.153,5.4227,40.34,5.7511,932.19,28483,0.33664,62
0.44471,1.4961,297.56,19.356,15.755,83.222,6.485,342.18,19216,0.63398,67
0.56825,1.5708,212.39,4.9489,-6.8427,43.822,6.7795,1301,28611,-0.5511,65
0.67564,1.2921,250.8,16.306,5.4784,48.716,9.6974,866.2,28403,0.1031,64
0.385,0.23644,308.73,22.598,12.841,53.858,15.213,1243.3,28047,0.44823,87
0.79299,0.92581,283.32,22.67,10.166,46.383,12.316,1487.7,28376,0.71014,83
0.41628,0.62639,317,18.099,3.3595,39.623,8.125,1191.9,28776,0.13728,77
0.55133,1.3166,272.61,20.525,2.9155,31.401,9.2472,591.51,29290,0.17129,61
0.10357,0.63562,330.87,22.097,7.2591,40.482,9.0572,1318.8,28716,0.49378,72
0.34308,1.6285,284.45,20.987,10.135,53.954,9.1609,890.34,26778,0.11988,63
0.40991,0.61636,141.64,13.234,8.9163,76.229,8.8219,484.1,23933,-0.44823,89
0.74447,0.54781,257.28,25.947,15.746,53.066,11.474,1306,28105,0.46355,84
0.65218,0.79451,281.24,22.549,5.2001,32.895,9.6145,853.38,29182,0.17129,79
0.36692,0.63607,231.09,18.161,1.4616,40.753,6.8264,1686.6,27827,-0.43278,83
0.22516,0.24598,318.17,18.915,1.8762,33.036,8.0535,1134.6,29189,0.15431,62
0.5949,0.77453,298.46,22.793,14.188,59.99,6.5352,743.58,27014,0.60706,60
0.33383,0.50965,301.24,12.814,2.5465,51.35,10.903,603.1,27982,0.017213,78
0.46014,0.51238,288.52,19.729,11.691,59.441,13.553,737.51,27596,0.44823,85
0.18607,0.26643,342.83,28.453,7.6071,29.164,8.5339,1672.8,29313,0.64863,78
0.40285,0.2676,309.88,21.71,6.0548,39.455,6.3335,1045.9,28696,0.33664,61
0.14715,0.61304,296.57,16.285,6,56.207,7.4343,1045.2,26378,0.085965,70
0.39521,0.58669,252.46,17.026,-0.69748,35.978,7.0972,1579.7,28641,-0.43278,87
0.40855,0.47921,309.65,20.225,12.013,58.887,14.517,817.12,27652,0.44823,86
0.55898,0.23474,279.57,12.25,4.2403,62.569,6.8873,633.33,26151,-0.068615,67
0.21361,0.28315,304,18.654,4.4289,42.922,7.1666,1066.9,28338,0.13728,74
0.54071,0.72816,198.18,11.547,-3.3894,40.251,12.059,1500,28368,-0.60848,64
0.66408,0.70635,267.72,19.596,2.4325,32.208,9.0753,451.05,29255,0.17129,76
0.99873,1.1469,202.3,10.185,-1.6394,45.505,6.9773,855.77,28416,-0.40045,76
0.2422,1.0955,324.43,27.307,8.8148,32.815,7.0293,1391.9,29166,0.59333,60
0.42259,0.95195,230.59,12.678,-0.4038,44.444,7.9763,1243,28213,-0.41612,89
0.78899,1.2385,263,15.437,3.5926,46.364,7.6868,1294.7,28425,-0.1031,64
0.44781,0.25148,310,21.546,5.6652,39.315,6.5979,1177.1,28663,0.33664,86
0.41617,0.3104,296.6,19.889,5.2377,39.07,6.5098,958.53,28907,0.17083,83
0.59242,0.5788,283.43,14.682,-2.1083,35.729,8.589,1028.9,28853,-0.17083,76
0.086901,0.63147,289.8,18.032,-1.1203,30.037,5.3365,1189.8,29267,0.15389,78
0.74119,1.285,265.05,21.834,6.2601,36.733,12.5,1548.1,29045,0.25467,86
0.44724,0.61839,264.56,16.306,-0.40247,34.911,5.8032,1533.3,29012,-0.085965,72.5
0.28587,0.50667,332.81,22.585,4.9997,38.99,10.074,1802.9,28261,0.49378,79
0.38296,0.86044,244.68,12.383,-3.0508,38.922,6.8603,1216.1,28590,-0.30411,62
0.54541,1.2582,244.65,14.062,6.1834,61.185,8.3188,495.06,25802,0.1031,72
0.40939,0.52795,300.27,19.822,12.392,61.919,14.758,825.77,27353,0.44823,85
0.41329,0.26371,241.26,14.009,4.7716,56.38,6.0466,826.67,27141,-0.46355,71
0.35043,0.4548,225.72,9.4691,-4.3019,40.458,6.1907,673.43,28684,-0.50867,83
1.0012,1.3279,205.06,18.565,12.057,66.836,12.557,643.21,26208,0.11988,87
0.2111,0.31401,202.7,5.6339,-7.2285,43.675,7.4519,1280.6,28263,-0.69946,78
0.76277,0.50597,228.51,8.3627,-4.9771,46.469,5.6055,782.08,26509,-0.50742,77
0.030885,0.40437,346.61,29.717,7.1081,26.445,8.6572,1742.1,29437,0.63543,63
0.66119,0.41604,293.03,16.877,0.23152,35.089,9.5291,1023.1,28992,0.12021,89
0.14734,0.31172,293.24,21.721,8.4326,49.179,9.2333,1861.2,26814,-0.017166,61
0.55416,1.1306,290.97,22.101,5.1386,33.229,9.3983,998.42,29214,0.17129,78
0.51116,0.99184,306.21,24.513,9.7038,40.13,6.3414,1205.5,28823,0.60706,64
0.4547,1.574,195.45,12.742,4.1596,57.398,5.3401,992.78,27414,-0.66015,73
0.27641,0.45027,297.61,16.82,-0.69576,36.708,8.1496,834.94,28604,0.12021,69
0.46168,0.50982,282.68,20.618,4.7716,36.918,5.8788,733.43,28971,0.17083,85
0.46165,0.50586,228.14,10.327,-3.6222,44.796,6.5238,527.78,27505,-0.40045,80
0.32971,0.36057,246.06,16.805,5.1728,52.925,6.8028,537.59,25170,-0.11988,88
0.34794,1.58,316.64,24.81,15.382,56.962,5.5226,1107.5,27456,0.69794,62
0.34774,0.37529,231.76,10.968,2.591,60.592,7.1136,960.77,24494,-0.43167,78
1.1851,1.1384,206.74,21.074,8.7235,45.438,12.291,1621,28581,0.25467,67
0.33493,0.48874,310.35,17.779,3.488,45.275,8.3656,1003.5,27360,0.12021,65
0.47907,1.2667,248.43,11.407,-2.0983,41.284,6.5836,866.76,28673,-0.30411,67
0.92454,0.38383,212.79,15.589,4.0714,46.297,8.2832,1002.1,28554,-0.30492,67
0.37638,0.82709,320.53,24.559,13.957,52.594,7.2382,1003.1,27951,0.69794,68
0.37302,1.0073,230.66,11.493,-1.7154,44.638,8.59,870.32,28057,-0.33752,87
0.36073,0.8372,279.29,14.997,-1.1151,36.046,7.0189,1538.6,28943,-0.1031,65.5
0.59305,0.85125,233.25,13.626,1.8495,44.878,6.9835,991.33,28635,-0.30492,80
0.24192,1.4453,324.11,27.504,8.708,32.111,6.9324,1439.1,29206,0.59333,67
0.25264,0.58988,315,21.707,7.5445,41.431,7.2103,1202.8,28726,0.40149,62
0.49607,0.59796,272.49,21.734,3.8903,35.29,7.7512,1143.2,28889,0.50867,72
0.36429,0.23267,262.34,18.601,-1.3474,28.466,7.4786,1229.1,29347,-0.23803,81
0.09102,0.63041,322.07,14.74,6.0779,63.412,8.1576,372.93,25059,0.15431,77
0.14797,0.61559,339.14,21.615,10.141,49.184,5.642,685.98,28225,0.52213,76
0.60717,1.2954,273.52,20.797,9.5481,50.866,6.2618,1169.8,27855,0.40149,62
0.41053,0.61841,146.17,13.446,8.5614,73.785,8.6852,509.21,24332,-0.44823,84
0.54414,0.46582,262,21.443,7.5255,40.943,5.5742,716.39,28829,0.36972,69
0.26431,0.40225,248.12,9.1332,-6.7141,36.748,6.5117,1078.7,28778,-0.36972,65
0.42027,0.53658,300.23,17.857,11.97,68.642,11.869,668.02,26027,0.44823,87
0.77984,1.2457,296.95,24.713,6.0636,36.715,8.3021,911.23,28423,0.66163,70
0.34067,0.36519,279.1,12.201,6.7081,68.858,8.9679,79.244,26530,0.034422,68
0.41671,0.29056,234.35,7.9259,-6.308,38.526,5.5663,921.73,28799,-0.50742,75
0.28111,0.30776,325.53,19.941,6.711,43.451,21.234,1701.9,28607,0.44823,84
0.66953,0.2826,279.9,17.904,1.1817,36.747,7.6231,773.66,28759,0,73
0.25141,0.35092,307.57,18.577,4.8148,43.814,7.7509,1081.2,28325,0.13728,87
0.49991,0.37552,324.65,22.26,7.0334,41.384,8.1289,1114.9,28456,0.33664,78
0.32029,0.84313,255.09,12.97,-3.5556,34.373,6.5805,1243.5,29047,-0.30411,64
0.25222,0.24136,308.88,18.684,3.6667,39.194,6.9699,1547.5,28788,0.13728,67
0.84403,0.2866,260.8,16.076,-1.3511,37.625,6.8299,875.31,28341,-0.23803,84
0.33653,0.26889,238.52,15.592,-3.5222,35.193,5.4137,1477.6,28519,-0.44823,86
0.38139,0.92427,237.28,12.483,-3.3849,37.638,6.7348,1170.3,28701,-0.30411,82
0.11343,0.62821,342,24.904,8.5243,38.723,5.8712,1048.8,28706,0.64863,83
0.27247,0.6315,264.34,12.744,-5.6196,31.713,7.0586,1242.8,29090,-0.30411,69
0.037081,0.63408,329.5,21.468,1.6874,28.783,16.64,2774.4,29344,0.32042,72
0.092485,0.57846,240.37,16.108,-5.8659,29.452,6.0302,1549.3,29059,-0.44823,82
0.3754,0.54378,152.27,14.009,8.0474,69.85,8.0784,553.54,24763,-0.44823,71
0.27825,1.4931,194.28,10.339,2.8238,61.547,5.3424,622.25,26662,-0.66015,70
0.35912,0.24008,305.78,18.876,4.1596,42.036,7.2096,1056.2,28370,0.13728,88
0.08537,0.42056,205.21,2.5613,-11.241,39.322,8.645,1171.2,28712,-0.69946,75
1.0911,1.1407,200.31,9.5074,-2.9897,48.524,7.5942,634.96,26423,-0.40045,67
0.4598,0.5405,218.66,18.083,0.91965,36.828,9.0082,1420.1,28686,-0.43278,62
0.44243,1.2804,224.47,5.7708,-10.309,33.891,5.8747,1379.7,29051,-0.5511,69
0.50942,0.58245,242.6,24.361,15.631,59.126,7.4542,981.29,27292,0.71014,65
0.50827,0.58055,258.23,16.387,-0.19724,35.593,6.0214,1511.3,28952,-0.085965,68
0.44933,0.61966,253.42,12.225,-3.5026,36.242,6.5208,1112,28937,-0.30411,82
0.59114,0.79488,245.27,13.334,-3.586,33.989,8.6667,1178.9,29038,-0.33752,63
0.2331,0.79172,181.97,10.348,2.533,59.524,6.8258,688.51,27297,-0.67295,61
0.42847,0.36925,296.32,21.787,8.8448,45.688,7.5348,1467.6,28352,0.40149,62
0.10919,0.62833,310.51,13.565,-2.6267,35.652,11.633,1658,28941,0.017213,75
0.30344,0.55185,336,26.259,11.145,40.888,8.5907,1312.9,28680,0.69794,71
0.38695,0.61299,286.01,24.654,10.897,43.936,7.9431,1787.8,28491,0.28772,60
0.57184,0.94552,272.25,20.311,2.5782,31.025,9.2472,530.42,29307,0.17129,64
0.75564,1.488,206.97,5.733,-8.6408,37.701,6.8506,1214.3,28845,-0.5511,78
0.61851,0.58067,271.76,19.941,7.786,47.408,8.2651,549.54,28058,0.36972,84
0.35335,0.54416,171.86,7.8091,-7.4476,37.083,15.234,1118.4,28769,-0.60848,85
0.27634,0.62944,143.14,14.443,5.308,55.415,6.3513,966.3,27701,-0.66015,84
0.26656,0.41224,289.14,21.053,5.2192,38.253,6.2153,1122.9,28826,0.17083,86
0.59531,0.21527,291.03,21.315,5.7813,40.363,5.5864,884.48,28559,0.33664,87
0.45203,0.64691,233.1,11.526,-2.8097,42.689,6.0319,697.51,28198,-0.30411,60
0.48971,0.92857,287.81,21.783,4.6749,32.653,9.5628,875.98,29243,0.17129,79
